Ano,Vendedor,Cargo,Região,Venda
2019,Juliane Morais,Temporário,Índia,"R$ 75.577,25"
2019,Julianna Mancebo,Temporário,Arábia Saudita,"R$ 1.757,00"
2019,Julie Paixão,Surpevisor,França,"R$ 57.543,50"
2019,Júlio Moura,Gerente,Alemanha,"R$ 19.906,25"
2019,Julio Santiago,Vendedor,Arábia Saudita,"R$ 39.994,50"
2019,Julliana Turnes,Gerente,Turquia,"R$ 65.875,25"
2019,Julyana Totti,Surpevisor,Arábia Saudita,"R$ 25.217,50"
2019,Julyanna Yasmin,Vendedor,Brasil,"R$ 8.407,00"
2019,Kaio Bassani,Gerente,Brasil,"R$ 46.329,50"
2019,Kallena Chousa,Vendedor,Rússia,"R$ 56.766,50"
2019,Karen Zobaran,Gerente,Brasil,"R$ 31.361,75"
2019,Karina Motta,Gerente,Canadá,"R$ 62.216,00"
2019,Karine Pettene,Temporário,Canadá,"R$ 83.284,25"
2019,Karline Gustavo,Surpevisor,Reino Unido,"R$ 3.564,75"
2019,Karoline Luís,Surpevisor,Indonésia,"R$ 70.973,00"
2019,Karoliny Gaspar,Vendedor,Estados Unidos,"R$ 66.711,75"
2019,Karollayne Mercês,Vendedor,França,"R$ 49.313,25"
2019,Kassia Burd,Gerente,México,"R$ 26.934,25"
2019,Katarine Graça,Gerente,Brasil,"R$ 27.665,75"
2019,Katharina Varela,Gerente,China,"R$ 60.070,50"
2019,Katherine Bernhardt,Vendedor,Japão,"R$ 20.093,50"
2019,Kelly Rosales,Vendedor,Reino Unido,"R$ 72.563,75"
2019,Khaio Meslin,Gerente,Austrália,"R$ 38.743,25"
2019,Kim Rigueira,Vendedor,Estados Unidos,"R$ 31.150,00"
2019,Kimberly Luna,Surpevisor,França,"R$ 5.470,50"
2019,Krissia Lavagnole,Vendedor,México,"R$ 78.261,75"
2019,Lais Leta,Temporário,Rússia,"R$ 33.589,50"
2019,Laís Villela,Surpevisor,Turquia,"R$ 7.712,25"
2019,Laiza Pedrazza,Gerente,Turquia,"R$ 43.583,75"
2019,Lara Silveirinha,Vendedor,México,"R$ 70.579,25"
2019,Larissa Buhler,Surpevisor,México,"R$ 20.034,00"
2019,Laura Biccas,Temporário,França,"R$ 86.521,75"
2019,Layssa Glioche,Gerente,Países Baixos,"R$ 54.358,50"
2019,Lázaro Guilhon,Vendedor,Índia,"R$ 69.158,25"
2019,Leandro Guillermo,Surpevisor,Arábia Saudita,"R$ 82.398,75"
2019,Leila Doria,Surpevisor,Canadá,"R$ 26.055,75"
2019,Lenon Harumi,Temporário,México,"R$ 85.706,25"
2019,León Allister,Temporário,Itália,"R$ 41.455,75"
2019,Leon E,Vendedor,Rússia,"R$ 58.623,25"
2019,Leonardo Clímaco,Temporário,Turquia,"R$ 66.244,50"
2019,Letícia Lovato,Surpevisor,Canadá,"R$ 21.925,75"
2019,Leticia Negreiros,Gerente,Reino Unido,"R$ 35.427,00"
2019,Lidiane Veríssimo,Vendedor,Brasil,"R$ 39.166,75"
2019,Lígia Bloise,Vendedor,Alemanha,"R$ 10.330,25"
2019,Livia Riff,Gerente,Estados Unidos,"R$ 49.147,00"
2019,Lívia Ronck,Temporário,Itália,"R$ 16.222,50"
2019,Liz Mainente,Gerente,Coreia do Sul,"R$ 19.776,75"
2019,Lohany Balassiano,Temporário,China,"R$ 78.907,50"
2019,Lorena Pozzetti,Gerente,Canadá,"R$ 68.139,75"
2019,Loreni Silotti,Gerente,Austrália,"R$ 19.706,75"
2019,Lorenzo Scalercio,Vendedor,México,"R$ 73.134,25"
2019,Luã Feitosa,Surpevisor,Rússia,"R$ 25.254,25"
2019,Luan Barrionuevo,Surpevisor,Austrália,"R$ 78.471,75"
2019,Luana Patricia,Gerente,Turquia,"R$ 44.826,25"
2019,Luca Vittoria,Temporário,Índia,"R$ 14.376,25"
2019,Lucas Uenington,Surpevisor,Países Baixos,"R$ 63.449,75"
2019,Lucca Rottas,Temporário,Índia,"R$ 48.069,00"
2019,Luciana Primo,Surpevisor,Canadá,"R$ 21.789,25"
2019,Ludmila Venâncio,Vendedor,Rússia,"R$ 67.002,25"
2019,Luis Cajado,Vendedor,Rússia,"R$ 64.447,25"
2019,Luís Quelha,Gerente,Indonésia,"R$ 69.732,25"
2019,Luísa Leal,Gerente,México,"R$ 29.090,25"
2019,Luisa Nager,Surpevisor,Estados Unidos,"R$ 44.280,25"
2019,Luiz Graham,Gerente,Indonésia,"R$ 27.455,75"
2019,Luiza Angelo,Gerente,Itália,"R$ 63.210,00"
2019,Luíza Padilha,Gerente,Brasil,"R$ 41.072,50"
2019,Luize Greenman,Gerente,Países Baixos,"R$ 25.014,50"
2019,Lunna Roças,Vendedor,Arábia Saudita,"R$ 27.980,75"
2019,Lyandra Anunciação,Surpevisor,Canadá,"R$ 33.563,25"
2019,Maciela Felipi,Surpevisor,Países Baixos,"R$ 44.332,75"
2019,Maike Vinícius,Temporário,Alemanha,"R$ 60.700,50"
2019,Maíra Botelho,Vendedor,Japão,"R$ 43.365,00"
2019,Manuela Soraia,Vendedor,Indonésia,"R$ 45.881,50"
2019,Marcela Asenjo,Temporário,Brasil,"R$ 70.672,00"
2019,Marcele Gabrielle,Surpevisor,Itália,"R$ 11.658,50"
2019,Marcella Villa,Temporário,Reino Unido,"R$ 54.008,50"
2019,Marcelle Accardo,Gerente,Estados Unidos,"R$ 8.678,25"
2019,Marcello Mathias,Gerente,China,"R$ 82.892,25"
2019,Marcelly Weyll,Vendedor,Espanha,"R$ 28.812,00"
2019,Marcelo Letícia,Surpevisor,Rússia,"R$ 56.194,25"
2019,Marcia Pessanha,Gerente,França,"R$ 36.352,75"
2019,Marcio Miguel,Vendedor,China,"R$ 2.394,00"
2019,Marco Barra,Gerente,Rússia,"R$ 59.969,00"
2019,Marcos Faustino,Vendedor,Austrália,"R$ 32.971,75"
2019,Marcus Pires,Temporário,Indonésia,"R$ 73.515,75"
2019,Maria Resnik,Temporário,Espanha,"R$ 17.608,50"
2019,Mariana Vazquez,Temporário,Rússia,"R$ 10.589,25"
2019,Mariane Barbutti,Temporário,Espanha,"R$ 26.423,25"
2019,Marianna Prado,Temporário,Itália,"R$ 82.131,00"
2019,Marianne Vannier,Surpevisor,Japão,"R$ 79.073,75"
2019,Marília Sarria,Surpevisor,Japão,"R$ 6.580,00"
2019,Marina Bokehi,Vendedor,Arábia Saudita,"R$ 47.566,75"
2019,Marisol Miura,Gerente,México,"R$ 30.920,75"
2019,Marjorie Vargas,Surpevisor,Itália,"R$ 62.501,25"
2019,Marta Placido,Temporário,China,"R$ 14.183,75"
2019,Maryanna Monnerat,Temporário,Reino Unido,"R$ 5.731,25"
2019,Mateus Corte,Gerente,Indonésia,"R$ 82.146,75"
2019,Matheus Marcelo,Gerente,Estados Unidos,"R$ 45.347,75"
2019,Maurício Kranz,Temporário,México,"R$ 74.093,25"
2019,Mauricio Ladogano,Temporário,Itália,"R$ 23.485,00"
2019,Mauro Avvad,Vendedor,França,"R$ 20.352,50"
2019,Mayara Katz,Surpevisor,Indonésia,"R$ 70.602,00"
2019,Mayná Gabriella,Vendedor,Austrália,"R$ 37.899,75"
2019,Melissa Theus,Vendedor,China,"R$ 48.109,25"
2019,Micaele Salomão,Surpevisor,Espanha,"R$ 3.752,00"
2019,Michel Duarte,Surpevisor,Austrália,"R$ 10.456,25"
2019,Michele Blanc,Temporário,Turquia,"R$ 69.618,50"
2019,Michelle Natalucci,Temporário,França,"R$ 48.945,75"
2019,Miguel Sttellet,Temporário,Coreia do Sul,"R$ 66.183,25"
2019,Milena Hamad,Temporário,Alemanha,"R$ 71.417,50"
2019,Millena Lobato,Surpevisor,Canadá,"R$ 70.766,50"
2019,Mirian Correa,Surpevisor,França,"R$ 75.341,00"
2019,Mônica Pinheiro,Gerente,Coreia do Sul,"R$ 40.799,50"
2019,Monique Vilaça,Vendedor,Austrália,"R$ 12.106,50"
2019,Morgana Gitirana,Vendedor,Arábia Saudita,"R$ 51.415,00"
2019,Murillo Filiphe,Gerente,Reino Unido,"R$ 6.854,75"
2019,Murilo Ban,Surpevisor,Itália,"R$ 10.958,50"
2019,Mylena Tonon,Temporário,Austrália,"R$ 8.242,50"
2019,Mylla Heluy,Surpevisor,Brasil,"R$ 17.365,25"
2019,Myllena Van,Gerente,Arábia Saudita,"R$ 79.978,50"
2019,Naiara Fejo,Temporário,Indonésia,"R$ 83.854,75"
2019,Natali Giannini,Vendedor,Coreia do Sul,"R$ 80.130,75"
2019,Natalia Gramacho,Temporário,Brasil,"R$ 35.273,00"
2019,Natália Milagre,Temporário,Turquia,"R$ 70.229,25"
2019,Nathália Benévolo,Gerente,Austrália,"R$ 33.897,50"
2019,Nathalia Ébani,Surpevisor,França,"R$ 62.042,75"
2019,Nathalie Cristian,Vendedor,Turquia,"R$ 81.184,25"
2019,Nathalya Abramovitz,Vendedor,China,"R$ 21.595,00"
2019,Nathan Lempee,Surpevisor,China,"R$ 39.261,25"
2019,Nattalya Magalhaes,Temporário,Coreia do Sul,"R$ 11.746,00"
2019,Nayne Buarque,Surpevisor,Canadá,"R$ 37.175,25"
2019,Neilton Franca,Gerente,Reino Unido,"R$ 22.480,50"
2019,Nélio Iglesias,Temporário,Rússia,"R$ 69.550,25"
2019,Nicholas Valiate,Vendedor,Reino Unido,"R$ 72.553,25"
2019,Nickole Loyola,Surpevisor,Coreia do Sul,"R$ 48.205,50"
2019,Nicolas Velez,Gerente,Rússia,"R$ 2.072,00"
2019,Nicole Mollica,Surpevisor,Índia,"R$ 26.211,50"
2019,Nina Lacoste,Temporário,Índia,"R$ 69.604,50"
2019,Nivea Capitulo,Temporário,Coreia do Sul,"R$ 70.213,50"
2019,Norbertho Simone,Gerente,França,"R$ 44.644,25"
2019,Norman Tâmara,Temporário,Japão,"R$ 30.716,00"
2019,Nuno Boaventura,Surpevisor,Austrália,"R$ 29.282,75"
2019,Ohana Coelli,Gerente,Indonésia,"R$ 19.988,50"
2019,Olívia Ellen,Surpevisor,Índia,"R$ 33.946,50"
2019,Pablo Scaldini,Vendedor,França,"R$ 83.002,50"
2019,Paloma Stutz,Vendedor,Países Baixos,"R$ 65.520,00"
2019,Pâmella Rafael,Gerente,Japão,"R$ 73.699,50"
2019,Paola Lourenço,Surpevisor,Alemanha,"R$ 12.209,75"
2019,Patricia Liberbaum,Surpevisor,Itália,"R$ 13.373,50"
2019,Patrícia Loures,Vendedor,Japão,"R$ 74.788,00"
2019,Patrick Leme,Surpevisor,França,"R$ 68.811,75"
2019,Paula Kalume,Surpevisor,Estados Unidos,"R$ 86.782,50"
2019,Paulo Matsuoka,Temporário,Austrália,"R$ 78.634,50"
2019,Pedro Cister,Vendedor,Turquia,"R$ 57.907,50"
2019,Philipe Kuszer,Temporário,Estados Unidos,"R$ 69.497,75"
2019,Pietro Varella,Vendedor,Coreia do Sul,"R$ 42.929,25"
2019,Platini Malher,Gerente,México,"R$ 82.139,75"
2019,Poline Dobbs,Gerente,França,"R$ 69.648,25"
2019,Priscila Alice,Surpevisor,Índia,"R$ 12.594,75"
2019,Priscilla D'Alessandro,Temporário,França,"R$ 33.904,50"
2019,Rachel Iure,Surpevisor,Brasil,"R$ 8.200,50"
2019,Rafael Patrocinio,Vendedor,Canadá,"R$ 80.818,50"
2019,Rafaela Guimaraes,Vendedor,Estados Unidos,"R$ 57.942,50"
2019,Rafaella Osório,Vendedor,México,"R$ 4.313,75"
2019,Raffael Lopez,Vendedor,China,"R$ 4.214,00"
2019,Raiam Faria,Vendedor,Estados Unidos,"R$ 75.292,00"
2019,Raiane Vaz,Vendedor,Índia,"R$ 67.590,25"
2019,Raianne Victor,Vendedor,Estados Unidos,"R$ 34.357,75"
2019,Raísa Magalhães,Vendedor,Países Baixos,"R$ 8.368,50"
2019,Raissa Donati,Temporário,Turquia,"R$ 6.223,00"
2019,Raíssa Veronese,Gerente,Indonésia,"R$ 68.377,75"
2019,Raíza Nathan,Surpevisor,Alemanha,"R$ 63.371,00"
2019,Raiza Russo,Vendedor,Alemanha,"R$ 72.219,00"
2019,Ramon Fialho,Gerente,Coreia do Sul,"R$ 57.191,75"
2019,Raphael Boiteux,Gerente,Estados Unidos,"R$ 21.906,50"
2019,Raquel Kelly,Surpevisor,Coreia do Sul,"R$ 30.308,25"
2019,Raul Póvoa,Temporário,México,"R$ 65.457,00"
2019,Ravena Fuchs,Temporário,Brasil,"R$ 14.887,25"
2019,Rayane Jakobsson,Temporário,Alemanha,"R$ 50.919,75"
2019,Rebeca Rijo,Surpevisor,Arábia Saudita,"R$ 3.136,00"
2019,Rebecca Mac,Surpevisor,França,"R$ 32.037,25"
2019,Reila Yumi,Gerente,Japão,"R$ 8.741,25"
2019,Reinaldo Papa,Vendedor,Alemanha,"R$ 42.141,75"
2019,Renan El,Temporário,Alemanha,"R$ 7.448,00"
2019,Renata Baumeier,Surpevisor,México,"R$ 41.063,75"
2019,Renato Heloisa,Gerente,Japão,"R$ 77.535,50"
2019,Rene Thury,Vendedor,Alemanha,"R$ 53.630,50"
2019,Rhanna Ognibene,Surpevisor,França,"R$ 68.724,25"
2019,Rhuan Guimãraes,Gerente,Canadá,"R$ 16.563,75"
2019,Ricardo Scandiuzzi,Vendedor,Itália,"R$ 22.571,50"
2019,Rilson Goldoni,Vendedor,Reino Unido,"R$ 53.525,50"
2019,Roberta Orlando,Temporário,Reino Unido,"R$ 26.442,50"
2019,Roberto Hashimoto,Temporário,Estados Unidos,"R$ 61.306,00"
2019,Rodney Fioretti,Surpevisor,Reino Unido,"R$ 65.906,75"
2019,Rodolfo Kalaf,Gerente,França,"R$ 3.445,75"
2019,Rodrigo Beneton,Surpevisor,Turquia,"R$ 42.003,50"
2019,Roger Abrantes,Vendedor,França,"R$ 64.676,50"
2019,Rogério Ferrari,Temporário,Itália,"R$ 36.102,50"
2019,Rojane Piccinini,Temporário,Rússia,"R$ 26.988,50"
2019,Román Leonardo,Temporário,Reino Unido,"R$ 34.228,25"
2019,Rômulo Sanches,Surpevisor,China,"R$ 3.734,50"
2019,Rosana Jalles,Gerente,Canadá,"R$ 84.798,00"
2019,Ruan Melhoranse,Vendedor,México,"R$ 32.809,00"
2019,Rubens Limeira,Temporário,França,"R$ 13.720,00"
2019,Rubyson Nogueira,Temporário,Espanha,"R$ 77.992,25"
2019,Sabrina Abraão,Vendedor,Índia,"R$ 7.659,75"
2019,Samantha Quiza,Gerente,Países Baixos,"R$ 1.874,25"
2019,Samara Laurentino,Vendedor,Alemanha,"R$ 13.756,75"
2019,Samir Rennó,Surpevisor,Itália,"R$ 27.357,75"
2019,Samuel Barcelos,Surpevisor,Itália,"R$ 6.933,50"
2019,Sandra Espinosa,Surpevisor,Alemanha,"R$ 7.369,25"
2019,Sandro Espinati,Vendedor,Japão,"R$ 57.520,75"
2019,Sandy Rust,Gerente,México,"R$ 28.414,75"
2019,Sara Rodrigo,Surpevisor,Indonésia,"R$ 28.857,50"
2019,Sarah Leticia,Temporário,Canadá,"R$ 68.710,25"
2019,Saranna Helal,Surpevisor,Arábia Saudita,"R$ 39.046,00"
2019,Sawlo Levis,Surpevisor,Austrália,"R$ 30.989,00"
2019,Sebastião Perim,Gerente,França,"R$ 7.357,00"
2019,Sergio Filgueiras,Vendedor,Indonésia,"R$ 44.766,75"
2019,Silvana Jose,Gerente,México,"R$ 12.369,00"
2019,Silvio Lago,Gerente,Alemanha,"R$ 38.928,75"
2019,Simone Titonelli,Gerente,México,"R$ 19.824,00"
2019,Sofia Li,Temporário,China,"R$ 37.392,25"
2019,Soraia Palha,Temporário,Canadá,"R$ 41.335,00"
2019,Stefan Blanco,Vendedor,Brasil,"R$ 34.604,50"
2019,Stela Lerner,Gerente,Canadá,"R$ 87.479,00"
2019,Stella Penalva,Temporário,Japão,"R$ 78.933,75"
2019,Stephane Palladino,Gerente,Estados Unidos,"R$ 44.775,50"
2019,Stephanie Velucci,Vendedor,Espanha,"R$ 73.358,25"
2019,Sthefeson Fuentes,Temporário,Reino Unido,"R$ 81.880,75"
2019,Suelen Rianelli,Vendedor,China,"R$ 52.620,75"
2019,Suellen Sequerra,Gerente,Alemanha,"R$ 11.004,00"
2019,Suely Halinck,Vendedor,Indonésia,"R$ 10.146,50"
2019,Sylvia Yosef,Vendedor,Canadá,"R$ 76.968,50"
2019,Sylvio Couto,Temporário,Arábia Saudita,"R$ 66.948,00"
2019,Tácio Gracio,Surpevisor,Turquia,"R$ 19.993,75"
2019,Tadeu Portugal,Surpevisor,Espanha,"R$ 48.986,00"
2019,Taila Carelli,Temporário,Reino Unido,"R$ 74.023,25"
2019,Tainá Baruki,Vendedor,Estados Unidos,"R$ 19.901,00"
2019,Tainah Oneto,Gerente,Rússia,"R$ 17.204,25"
2019,Tainara Cisneiros,Temporário,França,"R$ 28.253,75"
2019,Taís Rayol,Vendedor,Índia,"R$ 32.044,25"
2019,Taiza Penna,Vendedor,Rússia,"R$ 30.364,25"
2019,Talissa Octavio,Gerente,Índia,"R$ 43.755,25"
2019,Talita Garambone,Surpevisor,México,"R$ 28.995,75"
2019,Talline Terumi,Gerente,Países Baixos,"R$ 48.231,75"
2019,Tatiana Brotas,Vendedor,Índia,"R$ 35.175,00"
2019,Tatiane Catarina,Surpevisor,Austrália,"R$ 81.336,50"
2019,Tayane Folly,Surpevisor,Turquia,"R$ 69.874,00"
2019,Tayla Torquato,Gerente,Rússia,"R$ 40.565,00"
2019,Tayna Tribuzy,Vendedor,Índia,"R$ 5.395,25"
2019,Taynná Clemente,Gerente,França,"R$ 58.819,25"
2019,Teresa Lisboa,Temporário,Austrália,"R$ 86.506,00"
2019,Thadeu Bomfim,Temporário,França,"R$ 59.673,25"
2019,Thaina Blumgrund,Vendedor,Coreia do Sul,"R$ 16.730,00"
2019,Thainá Calassara,Temporário,Coreia do Sul,"R$ 50.814,75"
2019,Thais Goncalves,Temporário,Indonésia,"R$ 20.994,75"
2019,Thaís Mofati,Gerente,Rússia,"R$ 21.049,00"
2019,Thaisa Kubrusly,Gerente,Rússia,"R$ 76.032,25"
2019,Thaiz Peron,Gerente,México,"R$ 57.527,75"
2019,Thales Brum,Gerente,Países Baixos,"R$ 39.900,00"
2019,Thalita Trinta,Temporário,Turquia,"R$ 5.950,00"
2019,Thalles Ferman,Surpevisor,Estados Unidos,"R$ 68.355,00"
2019,Thamara Rosolia,Gerente,Brasil,"R$ 59.620,75"
2019,Thamires Hippertt,Surpevisor,México,"R$ 33.391,75"
2019,Thamirez Gameiro,Surpevisor,Reino Unido,"R$ 38.654,00"
2019,Thamiris Cerqueira,Temporário,China,"R$ 21.932,75"
2019,Thárcila Raul,Vendedor,Coreia do Sul,"R$ 38.610,25"
2019,Thauan Bom,Surpevisor,Itália,"R$ 37.401,00"
2019,Thayane Lucca,Vendedor,Austrália,"R$ 19.869,50"
2019,Thayli Rotava,Surpevisor,México,"R$ 74.226,25"
2019,Thayná Candreva,Temporário,Coreia do Sul,"R$ 43.006,25"
2019,Thayna Queiroz,Surpevisor,França,"R$ 87.248,00"
2019,Thays Emmerick,Surpevisor,Turquia,"R$ 44.420,25"
2019,Thayssa Smolarek,Temporário,Indonésia,"R$ 40.962,25"
2019,Thayza Serpa,Gerente,Indonésia,"R$ 5.565,00"
2019,Thiago Zozimo,Surpevisor,Rússia,"R$ 24.627,75"
2019,Thomas Vasconcelos,Temporário,Indonésia,"R$ 22.310,75"
2019,Thomáz Kopschitz,Temporário,Rússia,"R$ 39.380,25"
2019,Thomaz Willkomm,Temporário,Indonésia,"R$ 58.835,00"
2019,Thuany Nemitz,Gerente,China,"R$ 8.704,50"
2019,Tiago Vitória,Temporário,Japão,"R$ 55.763,75"
2019,Tomas Garrido,Surpevisor,Indonésia,"R$ 17.655,75"
2019,Ulisses Lins,Vendedor,China,"R$ 4.121,25"
2019,Ully Bakman,Surpevisor,Itália,"R$ 6.382,25"
2019,Ursula Kuhlmann,Surpevisor,Japão,"R$ 31.685,50"
2019,Valentina Orenstein,Vendedor,Canadá,"R$ 15.211,00"
2019,Valéria Chein,Gerente,China,"R$ 8.603,00"
2019,Valmir Gerhad,Vendedor,Alemanha,"R$ 30.941,75"
2019,Vanessa Riveiro,Vendedor,Coreia do Sul,"R$ 42.712,25"
2019,Venan Bittencourt,Temporário,Rússia,"R$ 77.042,00"
2019,Verônica Catarino,Vendedor,Japão,"R$ 51.289,00"
2019,Vicente Giuntini,Vendedor,Países Baixos,"R$ 45.251,50"
2019,Victor Medina,Temporário,Indonésia,"R$ 72.418,50"
2019,Victória Ciriaco,Surpevisor,Rússia,"R$ 86.304,75"
2019,Victoria Elehep,Gerente,França,"R$ 7.614,25"
2019,Vinícius Lucio,Temporário,China,"R$ 17.650,50"
2019,Vinicius Sartorio,Vendedor,Arábia Saudita,"R$ 15.534,75"
2019,Vito Strauss,Gerente,Países Baixos,"R$ 34.861,75"
2019,Vitor Homem,Gerente,Reino Unido,"R$ 34.154,75"
2019,Vitoria Afonso,Vendedor,Itália,"R$ 3.624,25"
2019,Vitória Lencastre,Gerente,Reino Unido,"R$ 35.383,25"
2019,Vittorio Crespo,Gerente,Estados Unidos,"R$ 82.439,00"
2019,Vívian Galera,Gerente,Estados Unidos,"R$ 54.302,50"
2019,Vivian Indio,Vendedor,Estados Unidos,"R$ 76.340,25"
2019,Viviane Esquenazi,Gerente,Reino Unido,"R$ 70.792,75"
2019,Vivianne Terra,Temporário,Itália,"R$ 60.331,25"
2019,Vladimir Novellino,Gerente,Brasil,"R$ 55.144,25"
2019,Wagner Castello,Gerente,Países Baixos,"R$ 3.039,75"
2019,Walace Rotsztejn,Temporário,Itália,"R$ 5.153,75"
2019,Walmyr Temporal,Vendedor,Austrália,"R$ 12.859,00"
2019,Walter Neiva,Gerente,Arábia Saudita,"R$ 54.853,75"
2019,Wellington Provenzano,Temporário,Austrália,"R$ 77.075,25"
2019,Wen Leite,Gerente,Turquia,"R$ 29.172,50"
2019,Wendel Naveiro,Vendedor,China,"R$ 39.908,75"
2019,Wendela Peluso,Surpevisor,Espanha,"R$ 49.649,25"
2019,Wesley Lemos,Surpevisor,Itália,"R$ 39.600,75"
2019,William Meireles,Vendedor,Indonésia,"R$ 72.189,25"
2019,Willian Spata,Temporário,Estados Unidos,"R$ 33.958,75"
2019,Wilson Narduche,Surpevisor,Índia,"R$ 45.330,25"
2019,Yago Strino,Gerente,Reino Unido,"R$ 83.755,00"
2019,Yan Zaltman,Temporário,Itália,"R$ 42.481,25"
2019,Yasmim Paciencia,Temporário,França,"R$ 21.395,50"
2019,Yasmin Bartholo,Gerente,Turquia,"R$ 73.654,00"
2019,Yasmine Cantalice,Surpevisor,França,"R$ 22.419,25"
2019,Yasmini Friaes,Temporário,Países Baixos,"R$ 15.536,50"
2019,Yasser Altoé,Vendedor,Austrália,"R$ 67.746,00"
2019,Ylana Iane,Vendedor,Coreia do Sul,"R$ 83.730,50"
2019,Yohana Victoria,Temporário,Rússia,"R$ 39.480,00"
2019,Yohanan Milani,Vendedor,Indonésia,"R$ 43.128,75"
2019,Ysabella Malavolti,Temporário,México,"R$ 42.623,00"
2019,Yuri Barbalho,Temporário,Reino Unido,"R$ 34.144,25"
2019,Yuske Gusmão,Temporário,Arábia Saudita,"R$ 76.426,00"
2019,Yve Thome,Vendedor,Indonésia,"R$ 58.842,00"
2019,Zilma Barbolo,Gerente,China,"R$ 76.368,25"
2020,Adailton Sayuri,Surpevisor,Japão,"R$ 17.042,00"
2020,Adelino Pataro,Gerente,Turquia,"R$ 38.474,00"
2020,Adrian Limoeiro,Vendedor,México,"R$ 4.712,00"
2020,Adriana Karla,Vendedor,Índia,"R$ 36.866,00"
2020,Adriane Segadilha,Gerente,Países Baixos,"R$ 78.704,00"
2020,Adriano Taylor,Gerente,Rússia,"R$ 9.164,00"
2020,Adrielle Fiaes,Temporário,Estados Unidos,"R$ 53.578,00"
2020,Adrizia Boy,Vendedor,Itália,"R$ 38.074,00"
2020,Agnes Lana,Temporário,Reino Unido,"R$ 80.534,00"
2020,Ailton França,Gerente,Coreia do Sul,"R$ 69.276,00"
2020,Alan Colacino,Surpevisor,China,"R$ 9.460,00"
2020,Alana Hugo,Gerente,Itália,"R$ 97.380,00"
2020,Alberto Moniz,Temporário,Coreia do Sul,"R$ 96.400,00"
2020,Alecsander Kohn,Surpevisor,Estados Unidos,"R$ 32.218,00"
2020,Alecssander Pedroso,Vendedor,Alemanha,"R$ 42.284,00"
2020,Aledio Marculino,Gerente,México,"R$ 72.952,00"
2020,Alessandra Barboza,Vendedor,Arábia Saudita,"R$ 9.178,00"
2020,Alessandro Akerman,Temporário,México,"R$ 16.156,00"
2020,Alex Faller,Surpevisor,Japão,"R$ 22.266,00"
2020,Alexandra Greco,Temporário,Rússia,"R$ 24.828,00"
2020,Alexandre Sobral,Surpevisor,França,"R$ 90.034,00"
2020,Alexia Monteiro,Surpevisor,Austrália,"R$ 8.172,00"
2020,Alexsandro Antonio,Gerente,Índia,"R$ 10.992,00"
2020,Alfredo Lazera,Gerente,Índia,"R$ 27.014,00"
2020,Alice Lara,Surpevisor,Indonésia,"R$ 74.550,00"
2020,Aline Feliciano,Surpevisor,Espanha,"R$ 41.088,00"
2020,Allan Evelyn,Temporário,Estados Unidos,"R$ 15.570,00"
2020,Alon Zamith,Vendedor,Turquia,"R$ 25.860,00"
2020,Álvaro Barrocas,Surpevisor,Brasil,"R$ 14.684,00"
2020,Alvaro Sousa,Gerente,Japão,"R$ 68.772,00"
2020,Amanda Zahar,Vendedor,Brasil,"R$ 23.622,00"
2020,Ana Gil,Gerente,Espanha,"R$ 68.062,00"
2020,Ananda Hermes,Temporário,Alemanha,"R$ 23.024,00"
2020,Anderson Amarante,Vendedor,Estados Unidos,"R$ 75.266,00"
2020,Andre Kendra,Surpevisor,França,"R$ 45.146,00"
2020,André Vejarano,Temporário,Indonésia,"R$ 59.106,00"
2020,Andréia Cavalca,Surpevisor,Rússia,"R$ 9.286,00"
2020,Andreia Henriques,Gerente,Turquia,"R$ 26.508,00"
2020,Andressa Rente,Gerente,Alemanha,"R$ 80.940,00"
2020,Andrew Takioche,Surpevisor,França,"R$ 38.944,00"
2020,Andreza Arouca,Gerente,Canadá,"R$ 92.754,00"
2020,Ângelo Vilardo,Temporário,Brasil,"R$ 73.718,00"
2020,Angelo Zanoni,Vendedor,Alemanha,"R$ 84.642,00"
2020,Anízio Brasileiro,Surpevisor,Índia,"R$ 79.286,00"
2020,Anna Tarragó,Gerente,Canadá,"R$ 62.308,00"
2020,Antonia Gouvêa,Surpevisor,Itália,"R$ 45.662,00"
2020,Antônio Cuciniello,Surpevisor,Itália,"R$ 42.158,00"
2020,Antonio Portes,Surpevisor,Espanha,"R$ 16.734,00"
2020,Aparecida Soriano,Gerente,Rússia,"R$ 75.776,00"
2020,Ariel Campelo,Vendedor,Espanha,"R$ 5.348,00"
2020,Arnaldo Bueno,Surpevisor,Austrália,"R$ 22.174,00"
2020,Arnôr Araripe,Gerente,Itália,"R$ 27.522,00"
2020,Arthur Ottaiano,Vendedor,França,"R$ 9.586,00"
2020,Artur Borowicz,Vendedor,Alemanha,"R$ 46.422,00"
2020,Ary Peters,Temporário,Japão,"R$ 96.602,00"
2020,Athos Gonzalez,Gerente,Espanha,"R$ 31.654,00"
2020,Átila Garcez,Gerente,Países Baixos,"R$ 75.086,00"
2020,Audir Avila,Temporário,Itália,"R$ 34.480,00"
2020,Bárbara Bottin,Temporário,Turquia,"R$ 64.992,00"
2020,Barbara Laís,Temporário,Espanha,"R$ 61.072,00"
2020,Beatris Ávila,Surpevisor,França,"R$ 5.854,00"
2020,Beatriz Casassanta,Temporário,Espanha,"R$ 55.438,00"
2020,Bernard Galdino,Vendedor,Turquia,"R$ 37.712,00"
2020,Bernardo Vaccariello,Temporário,França,"R$ 95.178,00"
